CustomerID,Age,Gender,City,Annual_Income,Spending_Score,Visit_Frequency,Online_Shopping,Purchase
2484,27,Female,Lahore,37068,6,15,1,1
2485,56,Female,Lahore,64057,37,13,1,0
2486,30,Male,Multan,33946,22,29,0,0
2487,48,Male,Karachi,100237,6,28,1,0
2488,24,Female,Faisalabad,20769,32,22,1,0
2489,66,Female,Faisalabad,76340,17,2,0,0
2490,59,Female,Karachi,94199,38,20,0,0
2491,59,Male,Karachi,119222,17,1,1,1
2492,53,Male,Islamabad,48434,37,15,0,1
2493,37,Male,Faisalabad,37102,23,7,1,1
2494,21,Female,Multan,36536,49,24,0,0
2495,24,Female,Lahore,119639,61,26,0,0
2496,18,Female,Islamabad,65775,49,18,1,1
2497,61,Male,Faisalabad,46147,61,10,0,0
2498,62,Female,Karachi,65526,77,15,1,1
2499,59,Male,Faisalabad,119663,32,5,1,1
2500,64,Female,Multan,127180,86,27,1,0
2501,30,Male,Islamabad,139233,63,24,1,1
2502,39,Male,Karachi,38088,7,11,1,0
2503,38,Female,Multan,83464,22,8,0,1
2504,39,Male,Lahore,120921,85,21,1,0
2505,45,Female,Islamabad,74998,6,8,0,0
2506,26,Male,Multan,55382,61,6,1,1
2507,43,Female,Multan,43184,14,15,1,1
2508,26,Female,Karachi,52739,16,15,1,1
2509,32,Male,Lahore,142937,3,5,0,0
2510,27,Female,Multan,32352,9,13,0,1
2511,41,Male,Islamabad,141788,47,14,1,1
2512,59,Female,Multan,132843,85,11,0,1
2513,25,Female,Faisalabad,46828,94,20,1,1
2514,41,Female,Islamabad,83040,94,21,1,1
2515,33,Female,Islamabad,109279,42,12,0,1
2516,66,Male,Multan,109430,42,20,0,1
2517,43,Female,Karachi,130957,96,1,1,0
2518,44,Female,Islamabad,32748,23,3,1,0
2519,54,Male,Faisalabad,103636,3,8,0,1
2520,21,Male,Karachi,130158,1,23,0,1
2521,67,Male,Karachi,25246,67,12,0,1
2522,41,Male,Karachi,74395,71,15,0,0
2523,36,Male,Islamabad,65300,3,23,1,0
2524,53,Male,Karachi,149158,49,27,1,0
2525,56,Female,Multan,29860,67,3,1,0
2526,27,Male,Karachi,32013,55,25,1,0
2527,42,Female,Faisalabad,48542,4,22,0,1
2528,35,Male,Lahore,39935,31,8,1,0
2529,36,Female,Faisalabad,64079,66,24,1,0
2530,53,Female,Islamabad,49111,78,19,1,0
2531,27,Female,Karachi,71550,64,20,1,1
2532,50,Male,Karachi,91955,31,6,1,1
2533,67,Male,Multan,55565,63,18,1,0
2534,22,Male,Karachi,34283,66,28,0,1
2535,64,Male,Faisalabad,81470,31,28,1,0
2536,66,Female,Islamabad,101916,47,11,1,0
2537,52,Male,Lahore,94552,22,12,1,1
2538,61,Female,Karachi,53233,74,23,1,0
2539,51,Female,Lahore,37695,94,2,1,1
2540,50,Male,Karachi,141440,97,27,1,1
2541,38,Male,Islamabad,96257,83,5,1,1
2542,34,Male,Faisalabad,16505,46,28,1,0
2543,39,Female,Islamabad,58614,89,4,1,0
2544,65,Male,Lahore,16010,58,9,1,0
2545,54,Female,Karachi,145560,61,13,0,0
2546,32,Male,Lahore,84393,46,13,1,0
2547,52,Female,Faisalabad,79512,1,15,1,0
2548,45,Male,Islamabad,113026,96,2,1,1
2549,24,Male,Lahore,90656,25,23,0,1
2550,49,Female,Lahore,112686,61,13,1,0
2551,28,Male,Faisalabad,30489,81,7,0,0
2552,27,Male,Karachi,74789,14,23,1,0
2553,26,Male,Lahore,84925,45,17,0,0
2554,31,Male,Faisalabad,64703,77,8,1,0
2555,30,Male,Karachi,91625,39,18,0,0
2556,42,Male,Karachi,122535,66,15,0,1
2557,19,Male,Islamabad,18051,32,15,1,1
2558,52,Female,Faisalabad,43805,96,5,0,0
2559,24,Female,Karachi,109978,58,2,1,1
2560,38,Male,Islamabad,59557,56,16,1,0
2561,35,Male,Multan,148627,6,29,1,1
2562,20,Male,Faisalabad,65241,89,5,0,0
2563,59,Female,Multan,142838,67,23,1,0
2564,56,Female,Karachi,80994,82,6,0,0
2565,58,Male,Faisalabad,129005,50,29,1,0
2566,66,Female,Islamabad,31066,38,12,1,1
2567,28,Male,Karachi,92982,3,5,0,1
2568,56,Male,Faisalabad,21304,5,20,1,1
2569,41,Male,Faisalabad,57967,24,8,0,0
2570,63,Male,Multan,93763,54,11,1,1
2571,36,Female,Karachi,55462,34,14,1,1
2572,21,Female,Islamabad,135356,39,24,1,1
2573,43,Male,Islamabad,86834,88,17,1,1
2574,55,Female,Karachi,126023,92,10,1,1
2575,59,Female,Karachi,132771,48,2,1,1
2576,49,Male,Lahore,90842,49,3,1,1
2577,56,Female,Multan,17589,34,13,1,0
2578,62,Male,Karachi,140023,80,17,1,0
2579,63,Male,Karachi,69918,7,27,1,1
2580,53,Male,Lahore,22711,18,3,0,1
2581,57,Male,Lahore,74430,70,10,0,0
2582,54,Female,Faisalabad,117605,92,28,0,1
2583,50,Male,Islamabad,18970,34,8,1,0
2584,53,Female,Multan,84535,51,4,0,0
2585,20,Male,Faisalabad,101570,93,13,1,0
2586,26,Male,Karachi,136315,68,29,1,1
2587,25,Female,Lahore,127111,14,7,1,0
2588,50,Male,Islamabad,56730,69,7,1,0
2589,23,Female,Faisalabad,138252,89,16,0,0
2590,58,Female,Islamabad,78944,8,27,1,0
2591,56,Male,Lahore,122437,15,5,1,1
2592,21,Male,Faisalabad,141794,83,28,1,0
2593,30,Male,Faisalabad,87123,59,17,1,1
2594,66,Male,Islamabad,37880,11,10,0,1
2595,19,Male,Lahore,102829,20,4,1,0
2596,22,Male,Karachi,147633,55,23,0,1
2597,61,Female,Faisalabad,68205,36,14,1,0
2598,44,Female,Karachi,121948,82,5,0,0
2599,49,Male,Lahore,74810,14,2,1,1
2600,38,Female,Faisalabad,128089,58,14,0,1
2601,25,Female,Faisalabad,79482,38,24,1,0
2602,55,Male,Karachi,84192,89,18,0,0
2603,25,Male,Multan,102154,80,27,1,1
2604,67,Female,Karachi,101066,82,24,1,1
2605,20,Male,Karachi,143514,1,29,0,0
2606,61,Female,Multan,47977,65,11,0,0
2607,20,Male,Lahore,19983,1,16,1,0
2608,39,Female,Lahore,64029,85,18,0,0
2609,23,Female,Faisalabad,137668,60,27,1,0
2610,19,Female,Islamabad,57837,25,16,1,0
2611,40,Female,Islamabad,132512,91,21,0,0
2612,61,Male,Faisalabad,81786,10,4,0,1
2613,19,Male,Islamabad,19758,50,1,1,0
2614,55,Female,Karachi,117667,12,14,0,1
2615,34,Female,Karachi,123119,92,12,0,0
2616,52,Male,Multan,115157,32,24,0,0
2617,51,Male,Multan,97673,33,10,0,0
2618,40,Female,Faisalabad,112639,72,28,0,1
2619,47,Female,Faisalabad,147940,26,19,1,0
2620,69,Female,Faisalabad,129869,42,29,1,0
2621,25,Female,Karachi,34728,50,4,1,0
2622,39,Female,Islamabad,118542,61,20,0,0
2623,61,Male,Faisalabad,108565,41,21,0,0
2624,53,Female,Faisalabad,140019,57,3,1,1
2625,22,Male,Karachi,117548,2,25,1,0
2626,30,Male,Karachi,148236,99,4,0,1
2627,46,Male,Karachi,136289,98,26,1,1
2628,48,Female,Islamabad,144068,70,15,1,0
2629,64,Male,Faisalabad,94624,31,11,1,1
2630,33,Male,Lahore,17821,23,16,0,1
2631,59,Male,Lahore,70090,76,27,1,1
2632,47,Male,Faisalabad,61454,54,4,1,0
2633,33,Female,Faisalabad,119273,28,6,1,1
2634,29,Female,Faisalabad,119472,79,8,1,1
2635,34,Male,Faisalabad,146935,19,13,0,0
2636,33,Male,Islamabad,31148,76,23,1,0
2637,29,Female,Lahore,101545,48,20,1,1
2638,25,Female,Multan,69459,2,4,1,1
2639,37,Female,Lahore,99224,11,5,1,0
2640,20,Male,Lahore,81189,44,10,1,1
2641,33,Female,Karachi,106954,59,5,0,0
2642,47,Male,Faisalabad,38118,59,12,0,0
2643,62,Male,Faisalabad,146515,38,1,1,0
2644,40,Female,Faisalabad,104379,25,29,0,1
2645,45,Male,Karachi,36053,21,24,0,1
2646,68,Female,Islamabad,111384,42,10,1,0
2647,57,Male,Islamabad,132545,36,29,1,1
2648,22,Female,Multan,141675,9,5,0,0
2649,37,Male,Islamabad,108749,12,19,1,1
2650,57,Male,Islamabad,31285,10,19,0,0
2651,61,Female,Faisalabad,76589,59,20,0,0
2652,18,Female,Lahore,28944,5,12,0,1
2653,47,Female,Islamabad,116041,33,23,0,0
2654,38,Female,Islamabad,103876,69,16,1,1
2655,37,Male,Karachi,110561,80,5,1,0
2656,23,Female,Multan,69391,63,17,1,0
2657,39,Female,Karachi,16607,29,14,0,0
2658,35,Male,Faisalabad,17953,18,12,1,1
2659,25,Female,Lahore,59941,93,13,0,0
2660,56,Female,Multan,76683,6,21,0,1
2661,49,Male,Karachi,124588,53,14,1,1
2662,50,Female,Islamabad,137080,82,5,1,0
2663,33,Female,Islamabad,26154,32,22,0,0
2664,29,Female,Multan,140542,42,23,0,0
2665,55,Female,Islamabad,103529,47,5,1,1
2666,69,Female,Karachi,29323,31,29,1,0
2667,51,Female,Karachi,52693,62,27,1,0
2668,31,Male,Islamabad,104170,56,18,1,0
2669,53,Female,Islamabad,60111,11,14,1,1
2670,50,Male,Faisalabad,54491,26,18,0,1
2671,40,Male,Lahore,64336,92,29,1,1
2672,67,Male,Multan,31905,27,20,0,1
2673,62,Male,Karachi,45273,83,1,0,0
2674,19,Female,Multan,140191,57,7,1,0
2675,58,Female,Faisalabad,130936,27,29,1,1
2676,38,Female,Karachi,81538,59,17,0,1
2677,19,Male,Faisalabad,119570,62,3,1,0
2678,44,Female,Faisalabad,108339,20,10,1,0
2679,26,Female,Islamabad,136132,3,7,0,1
2680,18,Female,Multan,143993,16,27,0,0
2681,28,Male,Multan,26330,44,28,0,0
2682,20,Male,Islamabad,87553,93,12,0,1
2683,69,Female,Multan,98537,79,22,1,1
2684,40,Male,Islamabad,75985,30,15,1,0
2685,43,Male,Karachi,32044,40,23,1,0
2686,21,Female,Faisalabad,137304,65,21,0,0
2687,35,Male,Faisalabad,38289,29,16,0,1
2688,23,Male,Multan,48087,30,8,0,1
2689,52,Female,Lahore,90952,32,6,0,1
2690,39,Male,Faisalabad,51368,10,28,0,0
2691,60,Male,Islamabad,135648,91,4,1,0
2692,32,Male,Lahore,85815,51,11,0,1
2693,39,Male,Lahore,105693,8,17,1,0
2694,54,Male,Faisalabad,73900,51,2,1,1
2695,69,Male,Faisalabad,30494,36,28,1,1
2696,59,Male,Faisalabad,131486,55,6,0,0
2697,29,Male,Islamabad,48050,35,4,1,1
2698,64,Female,Lahore,112799,36,3,1,0
2699,66,Female,Multan,146016,56,7,0,1
2700,59,Female,Islamabad,103257,36,7,1,0
2701,55,Female,Karachi,63070,89,16,1,1
2702,35,Male,Faisalabad,20166,84,2,1,1
2703,62,Female,Lahore,102409,61,8,0,0
2704,52,Female,Islamabad,52664,62,15,1,0
2705,47,Male,Karachi,144926,81,27,1,0
2706,41,Male,Islamabad,16293,87,16,1,0
2707,59,Male,Islamabad,64212,25,1,1,1
2708,47,Male,Multan,90276,64,27,1,0
2709,31,Male,Multan,27559,60,10,0,0
2710,23,Female,Islamabad,80231,57,7,1,0
2711,20,Male,Karachi,123277,95,16,1,1
2712,33,Female,Lahore,36747,70,10,0,1
2713,24,Female,Lahore,15037,99,12,0,0
2714,69,Male,Faisalabad,119294,52,17,1,1
2715,31,Female,Faisalabad,112847,56,13,1,1
2716,26,Female,Lahore,118742,63,12,0,0
2717,32,Male,Islamabad,63503,68,15,0,1
2718,38,Female,Islamabad,43207,20,14,1,0
2719,52,Female,Multan,48241,54,19,1,0
2720,19,Female,Multan,146130,1,19,0,0
2721,44,Male,Faisalabad,111171,90,26,1,0
2722,19,Male,Lahore,132302,98,14,0,1
2723,52,Male,Islamabad,87832,10,18,0,0
2724,35,Female,Lahore,36383,23,26,1,0
2725,31,Male,Karachi,139291,51,29,0,0
2726,37,Female,Lahore,17674,24,5,1,1
2727,35,Male,Karachi,129100,13,20,0,1
2728,27,Female,Multan,124369,29,29,1,0
2729,42,Male,Multan,37820,58,6,0,1
2730,19,Male,Faisalabad,58794,91,18,0,1
2731,42,Female,Lahore,148148,95,14,1,0
2732,50,Male,Lahore,143544,43,4,1,1
2733,53,Female,Karachi,52555,10,28,1,0
2734,48,Male,Multan,47406,31,23,1,0
2735,31,Male,Karachi,55262,74,1,1,0
2736,18,Female,Multan,106320,88,13,1,0
2737,63,Female,Karachi,45284,97,11,1,1
2738,33,Female,Multan,105627,14,3,1,0
2739,63,Male,Karachi,104023,99,17,1,1
2740,69,Female,Multan,56516,34,18,1,0
2741,20,Male,Karachi,30577,17,25,0,1
2742,52,Female,Lahore,30015,21,10,1,0
2743,58,Female,Faisalabad,106104,96,16,0,1
2744,23,Female,Karachi,129412,67,21,0,0
2745,42,Female,Faisalabad,106740,58,13,1,1
2746,30,Female,Lahore,81640,79,20,1,1
2747,51,Female,Lahore,98190,8,12,1,1
2748,25,Male,Multan,144516,96,4,1,0
2749,38,Female,Faisalabad,149718,38,8,0,0
2750,51,Male,Islamabad,102007,26,12,1,1
2751,21,Female,Multan,62728,64,19,1,0
2752,42,Female,Faisalabad,29878,30,15,0,0
2753,32,Female,Karachi,143925,9,28,0,0
2754,21,Male,Karachi,24145,32,16,1,0
2755,62,Male,Lahore,103578,11,12,1,0
2756,29,Female,Islamabad,33226,86,20,1,1
2757,49,Male,Karachi,17802,34,18,1,0
2758,49,Female,Faisalabad,39119,18,22,1,0
2759,45,Female,Faisalabad,78560,19,12,0,0
2760,30,Male,Karachi,72353,54,16,1,0
2761,48,Male,Faisalabad,138001,82,25,0,1
2762,31,Male,Faisalabad,86641,37,28,0,0
2763,37,Male,Lahore,66712,82,20,1,1
2764,35,Female,Islamabad,145085,12,11,1,0
2765,46,Male,Lahore,83285,4,22,1,0
2766,23,Male,Islamabad,130278,43,20,1,0
2767,49,Female,Faisalabad,39512,27,14,0,0
2768,46,Male,Islamabad,117077,51,2,0,1
2769,60,Male,Faisalabad,17064,5,13,0,0
2770,19,Male,Faisalabad,110614,6,14,1,1
2771,40,Male,Lahore,132639,77,6,1,1
2772,36,Female,Lahore,45011,87,12,1,1
2773,48,Female,Multan,86152,56,7,0,0
2774,68,Male,Karachi,25960,89,4,1,0
2775,22,Male,Multan,136789,68,28,1,1
2776,36,Female,Multan,73920,96,27,1,1
2777,51,Male,Islamabad,36387,44,7,1,1
2778,27,Male,Faisalabad,78960,15,13,1,0
2779,42,Male,Faisalabad,137994,90,11,0,1
2780,19,Male,Faisalabad,47628,42,8,0,1
2781,28,Male,Karachi,136269,11,27,0,0
2782,67,Male,Islamabad,62452,73,19,0,1
2783,48,Male,Islamabad,56098,11,2,0,0
2784,32,Male,Faisalabad,101861,66,21,0,0
2785,26,Male,Multan,42949,27,18,0,1
2786,40,Female,Karachi,88537,58,26,1,0
2787,36,Female,Multan,131003,90,21,1,0
2788,26,Female,Lahore,65701,72,10,1,0
2789,52,Male,Islamabad,65511,21,29,0,0
2790,38,Male,Islamabad,95664,21,6,0,0
2791,26,Female,Multan,54427,72,24,0,1
2792,45,Male,Karachi,112180,1,22,1,0
2793,63,Female,Islamabad,118550,58,4,1,0
2794,68,Male,Multan,92952,13,19,0,1
2795,24,Female,Karachi,81046,73,14,1,0
2796,33,Female,Multan,121918,92,14,0,0
2797,33,Female,Karachi,50200,6,18,1,0
2798,50,Male,Faisalabad,82442,87,29,0,0
2799,21,Female,Karachi,106070,58,17,0,0
2800,21,Male,Lahore,73168,17,18,1,0
2801,56,Male,Faisalabad,63322,73,18,1,0
2802,57,Male,Multan,85246,12,5,1,1
2803,34,Male,Faisalabad,30583,86,9,1,0
2804,54,Male,Faisalabad,97720,52,1,0,1
2805,56,Male,Multan,74757,76,4,1,1
2806,69,Male,Multan,21659,70,26,1,0
2807,46,Female,Lahore,16238,73,7,1,1
2808,69,Female,Multan,136270,52,11,1,0
2809,53,Female,Islamabad,134211,37,14,1,0
2810,55,Male,Islamabad,30064,3,10,1,0
2811,56,Male,Lahore,114790,98,19,1,1
2812,67,Male,Karachi,117985,8,8,1,0
2813,54,Male,Karachi,59258,10,3,1,0
2814,69,Female,Islamabad,39668,47,8,1,0
2815,52,Male,Multan,92259,41,29,1,1
2816,24,Female,Lahore,127192,64,18,0,0
2817,44,Male,Karachi,111576,42,5,0,0
2818,45,Female,Karachi,120481,43,20,1,0
2819,39,Male,Faisalabad,126505,9,11,0,1
2820,31,Female,Islamabad,20397,14,9,1,0
2821,24,Male,Multan,114925,91,19,1,0
2822,54,Female,Lahore,98481,96,12,1,1
2823,39,Male,Karachi,75308,4,27,1,0
2824,22,Female,Faisalabad,16130,2,5,1,1
2825,19,Female,Islamabad,139293,97,16,1,1
2826,44,Male,Islamabad,29071,85,26,0,1
2827,38,Female,Lahore,100517,1,25,1,0
2828,55,Male,Karachi,125240,75,13,1,0
2829,32,Male,Lahore,17118,65,6,0,0
2830,38,Male,Lahore,146735,46,16,1,1
2831,27,Female,Faisalabad,77408,59,18,1,1
2832,40,Female,Islamabad,66786,75,17,1,0
2833,56,Male,Multan,96271,7,12,0,1
2834,22,Male,Islamabad,34158,66,27,1,1
2835,18,Female,Islamabad,46087,15,1,0,0
2836,30,Female,Faisalabad,103114,72,7,1,0
2837,38,Female,Multan,34874,47,14,1,0
2838,43,Male,Karachi,98443,90,28,1,0
2839,67,Male,Multan,55821,40,18,1,1
2840,62,Male,Karachi,130675,42,23,0,1
2841,38,Male,Multan,75582,51,1,0,0
2842,35,Male,Lahore,137603,35,20,0,0
2843,54,Female,Multan,84381,41,10,1,0
2844,62,Male,Faisalabad,126800,85,15,1,1
2845,49,Female,Karachi,145805,57,29,0,1
2846,53,Female,Islamabad,97018,38,11,0,0
2847,34,Male,Faisalabad,115592,72,4,1,1
2848,52,Female,Karachi,106626,96,15,1,0
2849,66,Male,Karachi,101217,8,21,0,0
2850,28,Female,Islamabad,87799,74,16,0,1
2851,38,Male,Lahore,77185,63,26,0,0
2852,69,Male,Faisalabad,56538,87,15,0,0
2853,43,Female,Islamabad,35343,4,17,0,0
2854,21,Male,Islamabad,135026,48,23,0,0
2855,51,Female,Lahore,68106,52,11,1,1
2856,69,Male,Faisalabad,129322,38,18,1,1
2857,65,Male,Islamabad,96227,94,28,0,1
2858,35,Male,Lahore,57135,87,16,1,0
2859,57,Female,Faisalabad,134599,5,27,1,0
2860,52,Female,Multan,98470,85,15,1,0
2861,58,Male,Karachi,35910,70,29,0,1
2862,46,Female,Lahore,60950,81,11,1,0
2863,69,Male,Karachi,31225,89,13,1,1
2864,46,Female,Multan,47959,24,18,0,0
2865,55,Female,Islamabad,64192,86,8,1,0
2866,59,Male,Islamabad,94711,77,9,1,0
2867,38,Male,Faisalabad,18449,17,22,1,1
2868,59,Male,Lahore,119213,78,11,0,0
2869,30,Male,Lahore,115245,98,17,0,0
2870,66,Male,Faisalabad,112069,90,1,1,0
2871,58,Female,Karachi,38908,83,11,0,0
2872,34,Female,Islamabad,119847,26,7,1,0
2873,26,Male,Islamabad,135910,3,8,0,0
2874,58,Male,Lahore,29012,2,19,1,0
2875,18,Male,Lahore,32412,92,25,1,0
2876,19,Female,Faisalabad,125030,2,4,0,0
2877,65,Male,Multan,39657,22,4,1,0
2878,46,Male,Karachi,20656,71,19,1,1
2879,50,Female,Multan,30873,4,24,0,0
2880,27,Female,Multan,109485,38,9,0,0
2881,67,Female,Lahore,124383,84,17,0,0
2882,57,Female,Lahore,16607,70,18,0,0
2883,38,Male,Lahore,63447,73,1,1,1
2884,45,Female,Multan,64757,52,14,1,1
2885,28,Female,Karachi,84201,31,4,0,1
2886,51,Male,Lahore,143765,26,10,0,0
2887,25,Male,Islamabad,20462,36,23,0,0
2888,39,Male,Karachi,131832,26,14,1,0
2889,25,Female,Islamabad,63465,28,7,0,0
2890,66,Male,Karachi,105027,5,12,1,0
2891,32,Female,Lahore,65528,74,22,0,0
2892,34,Female,Faisalabad,51230,18,29,1,1
2893,40,Female,Lahore,63242,15,27,0,0
2894,41,Male,Multan,129688,57,16,1,1
2895,62,Female,Multan,16783,97,5,1,0
2896,36,Male,Karachi,43390,5,11,1,1
2897,22,Male,Multan,87102,37,4,1,0
2898,49,Male,Lahore,32426,86,28,1,1
2899,61,Female,Islamabad,45750,86,13,1,0
2900,18,Female,Lahore,73188,22,8,1,0
2901,40,Female,Karachi,25872,52,7,1,0
2902,54,Male,Multan,109231,15,11,1,1
2903,25,Female,Islamabad,144860,17,11,1,1
2904,30,Female,Faisalabad,81770,51,26,0,0
2905,25,Female,Islamabad,139158,45,17,1,1
2906,40,Female,Islamabad,98514,63,22,1,0
2907,60,Female,Lahore,107663,28,14,0,0
2908,18,Male,Faisalabad,149363,59,2,1,0
2909,62,Male,Karachi,127808,86,20,0,1
2910,68,Male,Karachi,125091,21,21,1,0
2911,41,Male,Islamabad,114272,42,8,1,0
2912,52,Female,Islamabad,64393,81,22,0,0
2913,41,Male,Multan,108558,69,27,1,0
2914,34,Female,Faisalabad,84770,82,2,0,0
2915,22,Male,Islamabad,41720,17,21,0,0
2916,37,Male,Multan,28368,68,15,0,0
2917,38,Male,Faisalabad,62969,7,5,1,0
2918,57,Female,Karachi,63838,89,6,1,0
2919,48,Female,Multan,23734,40,17,0,0
2920,63,Male,Faisalabad,122187,40,8,1,1
2921,53,Female,Multan,114329,43,19,0,0
2922,28,Male,Islamabad,83895,73,5,1,1
2923,69,Male,Lahore,135424,83,23,0,0
2924,32,Male,Karachi,116255,51,19,0,0
2925,36,Female,Islamabad,73073,73,14,0,0
2926,24,Male,Islamabad,30624,23,10,1,1
2927,68,Male,Faisalabad,39315,95,13,1,1
2928,45,Male,Multan,32422,32,22,1,0
2929,68,Female,Karachi,87663,31,5,0,0
2930,60,Male,Islamabad,116216,17,7,1,1
2931,22,Female,Faisalabad,47743,58,10,1,0
2932,22,Male,Karachi,25108,86,11,0,1
2933,47,Female,Multan,51180,35,3,0,0
2934,49,Male,Islamabad,33883,30,13,0,1
2935,25,Male,Islamabad,59400,64,2,1,0
2936,27,Female,Islamabad,62951,53,4,1,0
2937,55,Female,Karachi,70262,51,3,1,1
2938,64,Male,Karachi,98133,37,15,0,0
2939,49,Female,Karachi,130106,90,4,0,0
2940,65,Male,Karachi,85496,6,23,1,0
2941,45,Male,Faisalabad,76934,34,21,0,0
2942,34,Male,Lahore,93886,56,4,1,0
2943,48,Female,Faisalabad,45881,96,15,1,1
2944,25,Male,Islamabad,33409,25,6,0,1
2945,57,Female,Faisalabad,113171,13,23,1,0
2946,42,Male,Multan,63951,63,28,1,1
2947,26,Female,Karachi,23752,66,27,1,0
2948,19,Female,Multan,132339,5,5,1,1
2949,32,Male,Multan,59864,75,12,0,0
2950,67,Female,Islamabad,87035,11,7,1,1
2951,20,Male,Karachi,101675,88,3,1,1
2952,66,Male,Multan,37343,78,7,1,1
2953,53,Male,Islamabad,34673,94,12,1,0
2954,21,Male,Karachi,110024,44,15,1,0
2955,31,Male,Lahore,41520,99,19,0,0
2956,58,Female,Islamabad,30784,85,6,0,0
2957,58,Male,Faisalabad,132446,69,8,0,0
2958,42,Female,Karachi,53079,2,29,0,1
2959,67,Female,Multan,59220,40,6,0,1
2960,27,Male,Multan,127878,37,26,0,0
2961,38,Female,Faisalabad,131583,49,27,1,0
2962,53,Male,Faisalabad,63720,98,3,1,1
2963,29,Female,Multan,29718,75,28,1,1
2964,44,Female,Karachi,76217,36,5,1,0
2965,57,Female,Islamabad,115668,75,9,0,0
2966,19,Male,Faisalabad,103378,73,24,1,1
2967,30,Female,Faisalabad,23177,70,16,1,1
2968,49,Male,Faisalabad,137318,34,22,0,0
2969,48,Female,Lahore,126145,58,16,1,1
2970,33,Female,Karachi,28418,37,9,0,1
2971,49,Female,Karachi,103075,96,18,0,0
2972,49,Female,Karachi,80227,60,13,0,1
2973,51,Male,Karachi,32533,12,11,1,0
2974,28,Male,Karachi,116457,32,25,1,1
2975,27,Female,Multan,122504,81,10,1,0
2976,32,Female,Faisalabad,139202,4,29,1,0
2977,34,Male,Multan,25273,33,10,0,1
2978,57,Male,Lahore,48519,43,6,1,1
2979,35,Male,Islamabad,142024,9,16,1,1
2980,26,Male,Faisalabad,139540,98,25,0,0
2981,42,Female,Lahore,98460,51,12,1,0
2982,57,Female,Multan,119471,94,4,0,1
2983,31,Male,Islamabad,119668,20,5,0,1
2984,42,Male,Lahore,82519,39,2,1,1
2985,67,Male,Islamabad,105426,23,19,1,0
2986,39,Male,Lahore,29629,41,1,1,0
2987,69,Male,Multan,64056,44,4,1,0
2988,47,Male,Islamabad,26273,35,12,0,1
2989,37,Female,Lahore,135484,23,2,1,1
2990,38,Female,Multan,112275,58,12,1,0
2991,61,Female,Faisalabad,61073,48,16,1,0
2992,49,Male,Multan,60693,87,2,1,0
2993,68,Male,Multan,39343,58,17,1,1
2994,63,Male,Faisalabad,58095,57,26,1,0
2995,66,Female,Multan,137388,87,28,1,1
2996,38,Male,Faisalabad,129441,39,2,1,0
2997,52,Male,Faisalabad,115782,28,4,1,0
2998,49,Female,Faisalabad,87590,64,6,0,0
2999,47,Male,Lahore,123263,62,29,1,1
3000,56,Female,Islamabad,44373,83,28,1,0
3001,66,Female,Lahore,42525,62,23,1,1
3002,29,Male,Faisalabad,142716,94,7,1,1
3003,58,Female,Islamabad,119513,85,23,0,0
3004,64,Male,Islamabad,144401,88,15,0,0
3005,35,Female,Faisalabad,111643,85,20,0,1
3006,38,Male,Islamabad,112694,26,12,0,0
3007,30,Female,Islamabad,51136,51,5,1,0
3008,38,Male,Lahore,71539,50,14,0,1
3009,25,Female,Islamabad,83363,36,16,1,1
3010,63,Female,Faisalabad,96526,26,11,1,0
3011,57,Female,Karachi,50255,33,12,0,0
3012,63,Male,Karachi,133209,68,19,0,1
3013,24,Male,Karachi,101437,73,17,1,0
3014,40,Female,Faisalabad,147715,8,24,0,0
3015,61,Male,Karachi,130900,66,26,0,0
3016,49,Female,Lahore,38729,93,27,1,0
3017,28,Male,Faisalabad,36818,23,7,1,1
3018,39,Female,Faisalabad,80555,70,9,1,1
3019,39,Male,Faisalabad,113979,55,14,0,1
3020,60,Female,Islamabad,68629,43,26,0,1
3021,42,Female,Islamabad,130296,21,20,1,0
3022,39,Female,Islamabad,70438,22,12,1,0
3023,45,Female,Multan,24457,9,15,1,1
3024,46,Male,Lahore,48922,34,12,0,0
3025,30,Female,Faisalabad,123122,59,21,0,0
3026,35,Male,Faisalabad,117020,26,21,0,0
3027,19,Male,Islamabad,103405,1,29,1,0
3028,46,Female,Faisalabad,131130,5,23,0,0
3029,38,Male,Faisalabad,83038,41,13,1,0
3030,32,Male,Karachi,77325,63,9,0,0
3031,69,Male,Faisalabad,40600,22,24,1,0
3032,44,Female,Multan,76526,68,7,0,0
3033,67,Male,Islamabad,28149,48,1,1,0
3034,48,Male,Lahore,127168,66,28,0,1
3035,32,Female,Lahore,124813,16,10,1,1
3036,68,Female,Karachi,106779,80,29,1,1
3037,40,Male,Lahore,149266,53,6,0,1
3038,41,Female,Lahore,47398,86,26,1,1
3039,61,Male,Islamabad,19789,65,15,1,0
3040,30,Male,Islamabad,79967,79,15,1,0
3041,39,Male,Multan,113837,64,9,1,1
3042,60,Female,Karachi,116967,88,13,1,1
3043,54,Male,Lahore,146201,68,23,0,0
3044,50,Female,Multan,74683,63,1,0,1
3045,20,Female,Karachi,60331,62,9,1,0
3046,36,Male,Lahore,49626,82,3,1,0
3047,40,Female,Lahore,27342,81,9,0,0
3048,46,Female,Islamabad,51417,71,20,1,0
3049,47,Female,Faisalabad,67664,45,25,0,0
3050,56,Female,Karachi,23833,52,29,1,1
3051,61,Female,Lahore,75658,74,15,1,0
3052,64,Male,Karachi,146809,65,24,1,0
